akeed_order_id,customer_id,item_count,grand_total,grand_total_php,deliverydistance,preparationtime,LOCATION_NUMBER,vendor_id,vendor_name,vendor_rating,compound_score_conv
315684,P0RY7TO,2,22.5,1260,6.86,40,1,7,Angel's Pasta,4,1
315702,FLD3R3W,7,44.3,2480.8,11.41,55,1,4,Lolo Thomas' Catering,5,1
315711,KUMOWK7,8,36.7,2055.2,2.4,40,0,6,WaffleTime,4,1
315721,Z81ASO5,2,6.8,380.8,0.94,30,1,9,GrilledUp,5,1
315727,0KND4GI,4,41.3,2312.8,4.48,45,3,1,Kulpy Chicken,5,1
315731,AYZIJXT,2,32.4,1814.4,9.64,40,2,3,KFC,5,1
315740,JOZL0GS,3,10.6,593.6,14.74,45,11,6,WaffleTime,5,1
315742,46W8Z2P,1,5.2,291.2,12.08,55,0,2,Burger King,5,1
315765,7DHXYCH,2,9.5,532,12.65,40,2,2,Burger King,5,1
315774,ZQEOMSH,4,27.5,1540,8.72,50,0,9,GrilledUp,5,1
315789,VDEJEMP,4,23.6,1321.6,7.74,40,2,8,Ayumers,5,1
315793,FE8130H,1,6.5,364,9.11,50,1,4,Lolo Thomas' Catering,5,1
315800,IG8CYKJ,2,13.6,761.6,9.28,50,2,5,Mcdo,5,1
315811,RD1HLY8,1,12.2,683.2,7.73,50,1,7,Angel's Pasta,5,1
315822,2EBAIOX,2,17.7,991.2,10.11,45,3,1,Kulpy Chicken,5,1
315827,5HU7OCE,5,20.4,1142.4,3.77,40,4,2,Burger King,5,1
315828,HKR3YIQ,2,15.5,868,7.64,45,4,5,Mcdo,5,1
315835,DGRUO7S,1,7.9,442.4,4.23,40,1,4,Lolo Thomas' Catering,5,1
315847,K7EHJ8C,1,9.5,532,6.39,40,0,6,WaffleTime,5,1
315858,LZ909IB,3,6.3,352.8,0.51,30,2,6,WaffleTime,5,1
315867,SLI9HB9,3,16,896,10.79,50,4,8,Ayumers,5,1
315868,BUIAFFT,4,27.2,1523.2,3.5,30,7,3,KFC,3,1
315876,IV7WL24,1,9.8,548.8,2.5,35,2,5,Mcdo,5,1
315916,J0KENW4,1,10.1,565.6,6.44,45,3,5,Mcdo,3,1
315924,ZV19364,2,12.5,700,7.88,50,0,9,GrilledUp,5,1
315933,LE93OF1,3,7.3,408.8,2.81,35,0,6,WaffleTime,5,1
315935,U0M7PVF,3,13.3,744.8,5.37,40,1,8,Ayumers,5,1
315947,VTHMCR3,3,26.9,1506.4,5.39,45,3,9,GrilledUp,5,0
315958,FP9C193,2,13.6,761.6,5.06,45,3,4,Lolo Thomas' Catering,5,1
315959,A27HKC9,2,7.9,442.4,11.23,50,2,3,KFC,1,1
315964,VSUZKO2,1,8.2,459.2,10.21,45,0,9,GrilledUp,5,1
315967,7G0DQHO,1,6.5,364,6.22,40,0,2,Burger King,4,1
315969,UNF55MW,2,33,1848,11.66,45,1,8,Ayumers,5,1
315970,UHJ3C66,2,11.1,621.6,11.41,50,0,8,Ayumers,5,1
315978,ZXCONDE,1,9,504,11.31,60,1,9,GrilledUp,4,1
316021,75KAUNJ,1,5.7,319.2,1.03,30,1,2,Burger King,5,1
316030,QCAJAEN,2,9.8,548.8,10.18,40,1,7,Angel's Pasta,5,1
316032,A7LIG9G,2,12.2,683.2,9.09,45,1,3,KFC,5,1
316054,HS6QWKT,1,6.5,364,6.21,40,1,5,Mcdo,4,1
316064,4R0RGFU,2,9,504,9.23,45,2,2,Burger King,5,1
316069,4H0JPC5,1,18.7,1047.2,12.87,50,1,2,Burger King,5,1
316081,1ZFIZA1,2,6,336,12.77,55,0,1,Kulpy Chicken,5,1
316091,EQ0KFIC,1,5.2,291.2,5.35,45,1,4,Lolo Thomas' Catering,5,1
316094,EVBECSV,2,10.9,610.4,7.62,45,5,4,Lolo Thomas' Catering,2,1
316099,H2R00AP,1,5.2,291.2,7.88,55,1,5,Mcdo,5,1
316109,T4S3FSC,2,11.4,638.4,10.99,45,1,8,Ayumers,5,0
316114,QTS0BZ1,1,8.7,487.2,9.08,55,3,7,Angel's Pasta,4,1
316123,0IXYEJ7,2,20.5,1148,6.82,45,1,1,Kulpy Chicken,4,1
316152,GAX4DPL,2,18.5,1036,3.39,45,0,5,Mcdo,4,1
316153,WY7R7SU,2,11.7,655.2,5.9,45,0,9,GrilledUp,4,1
316170,L1A2902,3,11.7,655.2,6.95,45,0,6,WaffleTime,5,1
316176,NWQY5GH,2,12,672,7.39,45,1,7,Angel's Pasta,2,1
316180,HSKCXYG,1,10.9,610.4,7.32,40,1,5,Mcdo,5,1
316181,LNANCT9,2,29.6,1657.6,0.15,35,0,6,WaffleTime,5,1
316187,CN30C2Y,2,8.4,470.4,8.78,45,1,4,Lolo Thomas' Catering,5,1
316188,GQLZTMT,3,13,728,6.41,40,1,5,Mcdo,5,1
316195,K6YI6G1,3,9.5,532,7.44,45,0,6,WaffleTime,4,1
316196,1MQY0XU,2,7.9,442.4,10.38,60,1,1,Kulpy Chicken,5,1
316213,VSQM72V,2,5.7,319.2,10.72,55,1,9,GrilledUp,3,1
316216,S23W4HD,4,38.6,2161.6,0.93,30,1,8,Ayumers,5,1
316226,HTNCOZ4,1,9.5,532,11.5,50,1,5,Mcdo,5,1
316229,NEQ8275,1,7.3,408.8,8.43,45,1,7,Angel's Pasta,4,1
316233,U31BNUR,3,19.8,1108.8,6.85,40,4,8,Ayumers,5,1
316242,ECV4XCB,5,24.2,1355.2,8.41,50,1,4,Lolo Thomas' Catering,5,1
316251,B9AZPVL,1,6.5,364,6.83,45,1,3,KFC,1,1
316252,W4TMTEZ,6,27.7,1551.2,1.56,35,5,9,GrilledUp,5,1
316254,8UFT1ND,1,7.1,397.6,9.26,45,0,3,KFC,4,1
316277,X5NI4BE,2,16,896,4.12,40,1,9,GrilledUp,4,1
316285,XT7RZ82,4,27.7,1551.2,4.75,35,2,9,GrilledUp,5,1
316290,7E9E4RW,3,26.9,1506.4,2,35,0,2,Burger King,5,1
316324,YG96QWA,1,8.2,459.2,12.52,45,1,9,GrilledUp,5,1
316331,F17PUWE,3,19.6,1097.6,1.98,40,0,4,Lolo Thomas' Catering,5,1
316333,WM6KURU,1,5.4,302.4,6.75,45,2,9,GrilledUp,5,1
316340,QE97GPW,5,16.7,935.2,14.84,55,0,7,Angel's Pasta,5,1
316349,SVDG8PX,1,6.3,352.8,6.79,45,2,8,Ayumers,5,1
316351,CYZCASF,1,6.8,380.8,9.64,45,1,4,Lolo Thomas' Catering,4,1
316379,8RZVIZL,4,26.6,1489.6,9.22,45,0,3,KFC,5,1
316394,XY7Z9Z4,2,18.5,1036,8.46,45,1,9,GrilledUp,5,1
316400,LCY5W4A,2,10.3,576.8,8.47,45,2,6,WaffleTime,2,1
316402,60IQDAD,2,9,504,6.98,45,4,2,Burger King,5,1
316408,E5QPEIZ,1,29,1624,6.14,45,1,4,Lolo Thomas' Catering,4,1
316409,1N4MID9,1,8.4,470.4,13.94,45,1,1,Kulpy Chicken,5,1
316410,N4F5VWP,6,35.6,1993.6,12.74,40,1,6,WaffleTime,5,1
316420,KAHUQJ2,7,52.2,2923.2,6.35,40,4,6,WaffleTime,3,1
316424,QTS0BZ1,6,35.6,1993.6,3.06,35,4,7,Angel's Pasta,4,1
316430,ZGUM4KF,2,32.3,1808.8,12.73,45,2,9,GrilledUp,5,1
316439,4ZAI34U,2,13.9,778.4,5.9,45,1,2,Burger King,3,1
316463,PY68SUS,1,7.6,425.6,9.69,45,0,7,Angel's Pasta,5,1
316468,TJRQ9U6,4,27.3,1528.8,6.25,45,3,8,Ayumers,5,1
316503,X4A0182,1,21,1176,8.12,50,1,9,GrilledUp,2,1
316520,83BW78H,2,9.5,532,2.65,35,0,3,KFC,4,1
316534,KUH6XNI,3,7.6,425.6,8.67,45,1,6,WaffleTime,5,1
316548,Q9HW7R4,3,13,728,9.1,50,1,7,Angel's Pasta,5,1
316553,R7OAD,2,9.5,532,1.68,30,1,7,Angel's Pasta,5,1
316571,XHEIUW9,3,32.2,1803.2,6.61,45,0,9,GrilledUp,5,1
316578,HL8W33I,2,9.8,548.8,3.75,40,2,5,Mcdo,5,1
316579,E5UIWAQ,4,10.3,576.8,5.41,40,0,4,Lolo Thomas' Catering,4,1
316580,ONM2W9D,2,19.6,1097.6,9.2,40,1,7,Angel's Pasta,5,1
316593,K6X9VYP,2,15.5,868,6.86,50,0,6,WaffleTime,5,1
316611,BLDGNI4,2,7.1,397.6,6.53,45,2,3,KFC,5,1
316612,KJI5F2S,2,10.1,565.6,9.48,45,0,6,WaffleTime,5,1
316632,OYIZ7PD,2,15,840,9.02,45,0,7,Angel's Pasta,4,1
316642,3155OVT,1,5.2,291.2,3.34,35,0,1,Kulpy Chicken,5,1
316660,VPN0B8I,1,8.4,470.4,8.91,45,2,9,GrilledUp,1,1
316688,OKNIX9R,1,9.5,532,5.42,45,1,7,Angel's Pasta,3,1
316691,TDP5K4L,5,29.9,1674.4,5.87,40,1,8,Ayumers,5,1
316696,148V4VE,3,18.8,1052.8,5.83,40,2,1,Kulpy Chicken,5,1
316702,WQIZYC1,2,0,0,2.69,30,0,9,GrilledUp,5,1
316720,OG96CU9,4,23.9,1338.4,9.4,45,0,7,Angel's Pasta,5,1
316746,O1LB7Y6,2,5.2,291.2,12.88,45,5,7,Angel's Pasta,5,1
316787,CSQQ9OY,5,17.4,974.4,5.67,40,3,4,Lolo Thomas' Catering,3,1
316793,9U9F7U3,4,7.9,442.4,6.47,40,0,3,KFC,4,1
316807,5G24YBT,2,7.1,397.6,13.85,50,0,2,Burger King,5,1
316836,1ZFIZA1,2,5.4,302.4,12.77,55,0,1,Kulpy Chicken,5,0
316839,28S77M1,3,14.5,812,11.69,50,1,1,Kulpy Chicken,5,1
316846,MQYQSUU,2,12.2,683.2,8.3,45,1,6,WaffleTime,5,1
316847,LZ909IB,1,60.4,3382.4,8.81,50,2,6,WaffleTime,5,1
316860,7AVU33C,1,18.2,1019.2,7.63,45,2,2,Burger King,5,1
316863,P22KXPO,2,7.3,408.8,12.76,50,3,7,Angel's Pasta,4,1
316890,3CS6P25,2,31,1736,6.15,40,2,1,Kulpy Chicken,5,1
316901,HL62X7Z,1,7.9,442.4,4.84,40,0,5,Mcdo,4,1
316904,W3T15IR,2,12.2,683.2,12.27,60,3,9,GrilledUp,4,1
316906,VGGRM33,1,12.7,711.2,8.13,50,0,9,GrilledUp,5,1
316908,4U0H7X9,2,12.5,700,7.5,40,0,2,Burger King,5,1
316916,RK1EQCN,2,4.9,274.4,13.74,45,0,8,Ayumers,4,1
316918,L1LYPLK,1,7.3,408.8,8.09,45,1,6,WaffleTime,5,1
316935,ZIPUW2G,1,7.3,408.8,2.72,40,0,9,GrilledUp,4,1
316942,P0FXOAY,3,6.3,352.8,10.25,45,1,7,Angel's Pasta,2,1
316943,3LN4IGC,1,8.4,470.4,2.61,40,1,1,Kulpy Chicken,5,1
316954,N20NE9Z,1,10.1,565.6,5.8,45,1,6,WaffleTime,5,1
316957,XOIAMO3,1,14.9,834.4,3.32,40,4,9,GrilledUp,5,1
316958,GXG0EY4,2,14.4,806.4,8.74,45,1,5,Mcdo,5,0
316960,6CVNFJ2,1,14.9,834.4,3.15,40,2,2,Burger King,4,1
316969,KOJFVUY,1,9.8,548.8,8.07,40,1,6,WaffleTime,5,1
316980,P0RY7TO,1,10.5,588,6.97,45,1,7,Angel's Pasta,2,1
316982,HJFTTGW,1,9.6,537.6,8.74,45,2,5,Mcdo,5,1
316996,QFTXFYF,1,10.3,576.8,4.16,35,2,7,Angel's Pasta,5,1
316998,8FNZ0F5,6,48.1,2693.6,3.01,40,0,3,KFC,5,1
317007,6B5WRFI,2,18.8,1052.8,8.3,40,2,2,Burger King,5,1
317033,LSSWT4C,2,9.9,554.4,11.96,50,2,6,WaffleTime,5,1
317054,SRRWCZE,6,19,1064,9.7,40,1,8,Ayumers,5,1
317080,DGRUO7S,1,7.9,442.4,4.23,40,1,4,Lolo Thomas' Catering,5,1
317088,ON31MSU,2,20.9,1170.4,5.54,45,2,7,Angel's Pasta,4,1
317091,VDEJEMP,2,14.1,789.6,7.74,40,2,8,Ayumers,5,1
317099,QIQCEQS,4,25.3,1416.8,13.18,45,3,7,Angel's Pasta,4,1
317144,IIV8YBZ,3,26.1,1461.6,3.36,40,1,5,Mcdo,3,1
317156,BW3EU0T,2,15,840,13.09,55,0,3,KFC,5,1
317175,FJAYT4D,2,14.1,789.6,9.4,45,0,4,Lolo Thomas' Catering,5,1
317199,ONM2W9D,3,14.4,806.4,10.17,55,0,7,Angel's Pasta,5,1
317204,IANU4KO,1,9.2,515.2,2.65,45,0,5,Mcdo,3,1
317224,10A2LDQ,4,14.1,789.6,9.41,50,1,1,Kulpy Chicken,5,1
317229,9GZR2A4,1,7.1,397.6,13.88,45,1,3,KFC,5,1
317233,F1UGKCU,1,6,336,3.33,40,2,4,Lolo Thomas' Catering,3,1
317238,IJLOVPJ,2,7.6,425.6,3.95,40,0,5,Mcdo,1,1
317259,SIZ551Y,2,19.3,1080.8,1.07,35,1,8,Ayumers,5,1
317263,Y558GCB,1,4.6,257.6,4.68,40,0,9,GrilledUp,5,1
317276,2F5GFHH,2,17.4,974.4,12.41,55,1,1,Kulpy Chicken,5,1
317278,DMNUIZ3,1,20.9,1170.4,3.7,45,1,4,Lolo Thomas' Catering,5,1
317282,FP9C193,3,20.2,1131.2,5.06,45,3,4,Lolo Thomas' Catering,4,1
317283,S5R2JVC,2,12,672,8.21,40,0,8,Ayumers,5,1
317297,LWCYE1U,3,14.7,823.2,5.03,40,1,6,WaffleTime,5,1
317315,AUJ0I1F,4,37.8,2116.8,6.99,40,1,3,KFC,1,1
317344,O83NGJ2,1,6,336,9.64,50,1,7,Angel's Pasta,5,1
317350,TTDA5GA,2,4.3,240.8,8.94,40,1,8,Ayumers,5,1
317364,TLFNZQO,2,9,504,9.44,50,1,8,Ayumers,5,1
317370,UHJ3C66,2,12.2,683.2,11.41,50,0,8,Ayumers,5,1
317434,A7LIG9G,1,6.8,380.8,9.1,45,1,3,KFC,5,1
317446,VNFCJZS,1,11.4,638.4,8.3,50,1,9,GrilledUp,5,1
317494,VWYCHJ7,1,7.3,408.8,8.97,45,0,9,GrilledUp,1,1
317530,UNUX45P,2,8.2,459.2,8.55,45,0,8,Ayumers,2,1
317565,H7AL4RL,2,10.3,576.8,5.62,35,0,5,Mcdo,4,1
317567,O5HS6H7,3,39.6,2217.6,14.74,55,1,7,Angel's Pasta,5,1
317583,JHZKZWZ,2,24.7,1383.2,5.05,45,1,5,Mcdo,3,1
317589,OFH6BD0,11,54.4,3046.4,12.89,50,5,7,Angel's Pasta,5,1
317611,IFZB6X8,9,60.3,3376.8,9.2,45,5,5,Mcdo,4,1
317613,Y8J3YQL,1,13.6,761.6,4.12,40,1,9,GrilledUp,5,1
317619,KHN1J0J,2,16.3,912.8,2.5,40,1,6,WaffleTime,5,1
317621,ZDP0JV6,6,86.7,4855.2,5.37,40,4,9,GrilledUp,5,1
317629,Y9PA5FR,3,24.2,1355.2,4.25,35,3,9,GrilledUp,5,1
317636,VSQM72V,1,5.2,291.2,11.23,65,1,9,GrilledUp,5,1
317639,1127E9R,3,11.4,638.4,11.54,65,1,1,Kulpy Chicken,5,1
317642,BWKZZ91,3,7.6,425.6,9.2,45,1,3,KFC,4,1
317644,CIP0JCS,5,53.6,3001.6,10.02,45,1,4,Lolo Thomas' Catering,5,1
317648,B3EOSKR,1,11,616,12.97,55,0,3,KFC,5,1
317654,T1F5SV5,2,13.3,744.8,1.59,30,3,8,Ayumers,5,1
317656,RDYOAI4,2,22.8,1276.8,9.39,50,1,7,Angel's Pasta,5,1
317671,DEMW7R2,1,5.2,291.2,10.09,45,0,4,Lolo Thomas' Catering,3,1
317691,E8ION1G,4,18.8,1052.8,1.39,30,8,4,Lolo Thomas' Catering,5,1
317695,N6PPDXI,1,6.8,380.8,6.48,40,1,6,WaffleTime,5,1
317702,0H6INNZ,4,13,728,5.78,35,1,1,Kulpy Chicken,5,1
317703,GQLZTMT,2,10.1,565.6,11.09,50,1,5,Mcdo,3,1
317705,DDV8IED,8,70.7,3959.2,3.24,40,1,4,Lolo Thomas' Catering,5,1
317720,Q8ABZCD,1,5.2,291.2,10.26,55,1,7,Angel's Pasta,5,1
317749,550FTGA,1,8.2,459.2,8.89,50,0,2,Burger King,5,1
317751,I9DNSMJ,1,8.4,470.4,10.11,55,2,5,Mcdo,5,1
317763,K21OY05,2,27,1512,13.23,50,2,6,WaffleTime,5,1
317765,TK7Z1BT,5,0,0,8,50,4,8,Ayumers,4,1
317782,HRVRR2P,1,7.6,425.6,10.67,45,2,5,Mcdo,5,1
317796,E74OOUT,1,5.7,319.2,4.17,45,1,4,Lolo Thomas' Catering,5,1
317800,HWFSAO0,3,11.4,638.4,8.79,40,0,5,Mcdo,5,0
317803,WM6KURU,2,8.4,470.4,5.98,45,2,9,GrilledUp,5,1
317822,F54VYET,1,7.1,397.6,8.55,45,0,4,Lolo Thomas' Catering,2,1
317828,4ZAI34U,3,16.3,912.8,9.37,45,1,2,Burger King,5,1
317842,VTHMCR3,4,41.9,2346.4,13.86,45,5,9,GrilledUp,5,1
317843,RD1HLY8,2,10.9,610.4,9.6,50,0,7,Angel's Pasta,5,1
317859,2057P09,2,13,728,8.73,45,0,1,Kulpy Chicken,5,1
317862,YWUMPT4,1,5.4,302.4,7.8,50,0,9,GrilledUp,4,1
317892,TTDA5GA,2,12.2,683.2,8.95,45,1,8,Ayumers,5,1
317895,9WDO6KH,3,15.8,884.8,6.65,45,0,3,KFC,5,1
317905,21XTYX5,2,13.9,778.4,5.4,50,0,1,Kulpy Chicken,5,1
317913,8L46LL6,3,6.8,380.8,4.68,40,0,3,KFC,3,1
317922,M317EY3,2,12.7,711.2,14.02,50,1,6,WaffleTime,5,1
317923,5BJELFL,3,7.6,425.6,4.06,35,0,2,Burger King,5,1
317924,5WLU08S,2,6.3,352.8,5.09,40,0,2,Burger King,5,1
317944,UHJ3C66,1,8.7,487.2,11.41,50,0,8,Ayumers,5,1
317950,FDBZ8KE,7,28.5,1596,6.92,50,0,4,Lolo Thomas' Catering,5,1
317973,HQ3TDEA,6,37.5,2100,11.48,60,3,5,Mcdo,5,1
317984,427QD0R,2,8.4,470.4,8.74,45,0,2,Burger King,4,0
317996,P71KO9U,4,11.4,638.4,9.91,55,1,7,Angel's Pasta,5,1
317998,94AER96,2,10.3,576.8,7.94,40,2,3,KFC,5,1
318015,A8YCWHC,1,5.7,319.2,8.76,50,2,3,KFC,4,1
318028,8L46LL6,6,12.5,700,4.68,40,0,3,KFC,3,1
318033,E1WZEX9,4,17.4,974.4,10.81,50,3,4,Lolo Thomas' Catering,5,1
318038,VRVXGLM,2,8.4,470.4,9.02,45,0,9,GrilledUp,4,1
318040,259KLQF,5,70.7,3959.2,8.92,45,1,1,Kulpy Chicken,3,1
318084,UGYQO8A,1,6.8,380.8,10.06,50,1,8,Ayumers,5,1
318097,KLKTZIF,1,6.3,352.8,2.58,40,0,6,WaffleTime,5,1
318100,625SCBP,2,7.9,442.4,4.81,45,1,2,Burger King,5,1
318105,LFUDLAW,2,8.2,459.2,3.97,35,0,6,WaffleTime,5,1
318110,YJR8RJP,10,37,2072,3.66,40,1,9,GrilledUp,5,1
318112,HGXLQZE,3,10.9,610.4,11.4,50,2,5,Mcdo,5,1
318137,SLN9OXT,3,12.8,716.8,7.2,40,1,8,Ayumers,5,1
318141,UEU48QG,2,11.1,621.6,8.93,45,0,8,Ayumers,3,1
318154,UCUAETK,2,12.2,683.2,7.4,40,0,8,Ayumers,5,1
318170,RIF4LHS,3,20.4,1142.4,1.46,30,1,7,Angel's Pasta,5,1
318179,6ZATWUE,3,18.5,1036,6.81,50,1,2,Burger King,5,1
318218,F40FS2S,7,42.1,2357.6,11.7,45,0,4,Lolo Thomas' Catering,5,1
318239,DW8D2N6,2,11.9,666.4,2.31,35,2,4,Lolo Thomas' Catering,5,1
318240,F8HOKVE,2,7.9,442.4,3.13,40,3,4,Lolo Thomas' Catering,4,1
318246,DGRUO7S,1,7.9,442.4,4.23,40,1,4,Lolo Thomas' Catering,5,1
318255,AECD3LL,3,23.9,1338.4,5.17,45,4,3,KFC,5,1
318266,2C8SDW0,3,26.4,1478.4,4.66,40,1,1,Kulpy Chicken,5,1
318287,E8ION1G,1,7.9,442.4,12.19,45,6,4,Lolo Thomas' Catering,5,1
318289,LP3E9PN,3,6.8,380.8,10.81,40,2,6,WaffleTime,5,1
318290,W3T15IR,2,13.9,778.4,12.27,60,3,9,GrilledUp,4,1
318293,XW90EAP,2,16.5,924,1.97,40,3,9,GrilledUp,5,1
318379,2WGF9T2,2,9.2,515.2,3.33,40,7,1,Kulpy Chicken,5,1
318392,FJAYT4D,3,13.6,761.6,9.24,45,0,4,Lolo Thomas' Catering,5,1
318401,75G16RK,2,23.1,1293.6,6.09,40,1,2,Burger King,4,1
318414,XXDL2RJ,1,10.2,571.2,13.55,45,1,9,GrilledUp,4,1
318419,6GW9JIZ,2,11,616,9.24,40,6,2,Burger King,4,1
318442,NCAW0DD,11,78.3,4384.8,4.9,40,3,7,Angel's Pasta,5,1
318448,BQYD60X,2,18.7,1047.2,3.79,45,3,3,KFC,3,1
318450,JL0VQVB,2,8.8,492.8,11.81,55,0,6,WaffleTime,4,1
318460,P0RY7TO,2,13.3,744.8,6.86,40,1,7,Angel's Pasta,4,1
318470,9LCIX3A,1,13.3,744.8,12.5,45,3,3,KFC,5,1
318477,VC35KPA,2,7,392,9,45,1,8,Ayumers,4,1
318506,U2KKLQT,2,48.1,2693.6,9.93,45,1,8,Ayumers,5,1
318530,SRRWCZE,3,11.7,655.2,10.36,45,1,8,Ayumers,1,1
318533,FLD3R3W,3,0,0,11.31,50,1,4,Lolo Thomas' Catering,5,1
318540,DGRUO7S,1,26.4,1478.4,3.32,40,1,4,Lolo Thomas' Catering,5,1
318556,DH4GSAO,2,10.9,610.4,9.26,60,2,4,Lolo Thomas' Catering,5,1
318559,DB9TN5D,3,31.3,1752.8,13.21,55,2,4,Lolo Thomas' Catering,5,1
318576,T1F5SV5,1,8.2,459.2,4.97,45,3,8,Ayumers,5,1
318577,PO53F9X,3,15,840,10.24,50,1,7,Angel's Pasta,5,1
318582,CLUE78E,1,7.3,408.8,10.04,50,1,4,Lolo Thomas' Catering,5,1
318597,W4TMTEZ,2,10.5,588,11.42,55,4,9,GrilledUp,5,1
318613,VTHMCR3,3,24.7,1383.2,5.39,45,3,9,GrilledUp,5,1
318624,O2A3C4H,2,17.4,974.4,3.5,40,2,7,Angel's Pasta,5,1
318630,G2O0X8Q,2,16.9,946.4,14.82,55,1,5,Mcdo,2,1
318637,CZ2OMIL,1,5.2,291.2,14.98,45,3,4,Lolo Thomas' Catering,5,1
318642,8B3VB3B,3,17.1,957.6,8.78,40,3,3,KFC,4,1
318646,Z9HE0WS,2,11.1,621.6,14.36,50,3,9,GrilledUp,5,1
318647,CIVPXLC,3,32.3,1808.8,8.04,45,1,4,Lolo Thomas' Catering,5,1
318654,6OJW4UR,5,37.8,2116.8,13.95,45,0,2,Burger King,5,1
318663,BVMQHDU,1,9,504,3.24,45,1,3,KFC,5,1
318664,UGF2KPK,2,9.8,548.8,14.44,55,0,8,Ayumers,5,1
318668,0IXYEJ7,2,20.5,1148,6.82,45,4,1,Kulpy Chicken,4,1
318672,HDMZ55D,5,25,1400,3.16,35,2,5,Mcdo,5,1
318681,7X9T3IT,1,18.2,1019.2,11.68,45,1,3,KFC,5,1
318686,TGY2ULP,2,14.5,812,2.55,40,3,8,Ayumers,5,1
318687,OV8UYKH,2,20.7,1159.2,6.76,40,0,7,Angel's Pasta,4,1
318720,2T4OQWQ,2,16.2,907.2,3.32,40,0,1,Kulpy Chicken,4,1
318774,XEM0IYD,2,10.9,610.4,9.3,50,0,9,GrilledUp,5,1
318777,EQ0KFIC,1,8.7,487.2,8.81,45,1,4,Lolo Thomas' Catering,5,1
318784,I416MWL,3,13.3,744.8,9.56,45,0,5,Mcdo,3,0
318812,LLG1NYP,3,10.9,610.4,6.5,40,2,6,WaffleTime,1,1
318815,7CCQ822,2,5.7,319.2,8.73,45,1,2,Burger King,3,1
318828,4QAQ7MZ,2,10.6,593.6,1.2,35,1,2,Burger King,4,1
318841,P61IAEA,1,7.6,425.6,9.49,50,2,7,Angel's Pasta,5,1
318847,AUJ0I1F,1,15.6,873.6,7.71,40,4,3,KFC,5,1
318859,L1LYPLK,2,10.2,571.2,10.56,50,4,6,WaffleTime,5,1
318864,YIG8WQ6,1,10.6,593.6,13.28,55,3,9,GrilledUp,5,1
318870,23AXGR6,1,7.9,442.4,11.04,45,1,1,Kulpy Chicken,5,1
318877,X9V34VJ,2,14.1,789.6,2.91,40,1,9,GrilledUp,5,1
318879,PK742Z1,4,24.7,1383.2,6.41,45,0,7,Angel's Pasta,5,1
318880,JHLR9GG,5,25.6,1433.6,2.73,35,4,5,Mcdo,5,1
318882,X2SRCVC,3,16.3,912.8,13.21,55,4,9,GrilledUp,5,1
318907,C3W1XE0,2,12.7,711.2,8.34,50,1,4,Lolo Thomas' Catering,1,1
318912,B4A2FNT,2,7.9,442.4,0.87,30,1,3,KFC,3,1
318931,V5T4O78,1,9.6,537.6,3.86,35,2,8,Ayumers,5,1
318940,UNUX45P,2,6,336,6.8,50,0,8,Ayumers,3,1
318947,HSKCXYG,2,18.5,1036,3.94,40,1,5,Mcdo,5,1
318953,H3P2F2J,2,13.6,761.6,7.06,40,1,5,Mcdo,5,0
318970,RJH3ZV8,2,17.7,991.2,9.25,45,0,8,Ayumers,5,1
318997,Q6GRV2D,2,12,672,2.91,35,1,7,Angel's Pasta,5,1
319018,SI6IA9L,3,10.1,565.6,7.25,50,1,8,Ayumers,5,1
319025,TTDA5GA,1,4.6,257.6,9,40,1,8,Ayumers,5,1
319048,RCL8AWW,2,20.4,1142.4,5.34,40,0,7,Angel's Pasta,4,1
319050,UZBFJJ1,7,54.6,3057.6,12.33,60,1,8,Ayumers,5,1
319059,GDGXHCS,3,12.2,683.2,6.86,50,1,5,Mcdo,5,1
319060,LIFLI6O,1,9,504,1.61,40,0,6,WaffleTime,5,1
319067,V9XTOHT,3,15.5,868,13.18,55,2,8,Ayumers,5,1
319085,1LMDP94,3,16.9,946.4,12.83,60,0,1,Kulpy Chicken,5,1
319091,6J6562M,2,15,840,10.61,50,1,2,Burger King,5,1
319093,A0IXED8,2,10.1,565.6,8.37,45,1,3,KFC,5,1
319129,KKDCS9Q,3,18.5,1036,9.81,50,0,6,WaffleTime,3,1
319139,DB9DW4K,2,28.8,1612.8,9.1,45,1,4,Lolo Thomas' Catering,4,1
319147,EZ6IZI3,1,15.4,862.4,10.77,50,1,4,Lolo Thomas' Catering,5,1
319149,K6OZC09,1,13.3,744.8,9.65,50,0,6,WaffleTime,5,1
319151,IO10URP,3,22.5,1260,4.8,45,2,5,Mcdo,5,1
319158,GJ1ZWJO,2,8.4,470.4,1.49,35,0,5,Mcdo,5,1
319163,C2RD3QT,2,7.1,397.6,9.03,40,1,4,Lolo Thomas' Catering,5,1
319166,4Q9R8KO,5,56.1,3141.6,8.41,45,3,2,Burger King,5,1
319171,OJWZRKZ,3,27.9,1562.4,14.19,50,2,7,Angel's Pasta,5,1
319184,55W36XP,1,6.5,364,10.29,55,2,2,Burger King,5,1
319188,JFGJ8IG,2,25,1400,1.59,40,0,5,Mcdo,1,1
319199,T1Y9PW1,3,9.8,548.8,14.28,60,0,8,Ayumers,2,1
319205,Y4XEBS4,3,9.8,548.8,2.21,35,0,9,GrilledUp,5,1
319213,MAEOWHD,1,11.1,621.6,5.47,50,2,6,WaffleTime,5,1
319216,5J03NWX,3,66.1,3701.6,4.06,35,2,2,Burger King,5,1
